Temperature (K),Pressure (MPa),Volume (m3/kg),DOI
134.328,2.7123,0.002557110322955156,https://doi.org/10.6028/NBS.TN.653
134.328,5.7831,0.002529861652086883,https://doi.org/10.6028/NBS.TN.653
134.328,9.1296,0.002503489137846303,https://doi.org/10.6028/NBS.TN.653
134.328,12.7826,0.0024785571593054115,https://doi.org/10.6028/NBS.TN.653
134.328,16.6255,0.0024539236811477933,https://doi.org/10.6028/NBS.TN.653
134.328,20.9466,0.002429301637774913,https://doi.org/10.6028/NBS.TN.653
134.328,25.7678,0.0024041114614157923,https://doi.org/10.6028/NBS.TN.653
134.328,31.029,0.002377995264574371,https://doi.org/10.6028/NBS.TN.653
139.061,1.2524,0.002626741760940773,https://doi.org/10.6028/NBS.TN.653
139.061,3.8254,0.00259812715770563,https://doi.org/10.6028/NBS.TN.653
139.061,0.749,0.00256964197425058,https://doi.org/10.6028/NBS.TN.653
139.061,9.8761,0.0025422099386253555,https://doi.org/10.6028/NBS.TN.653
139.061,13.23,0.002515895401990823,https://doi.org/10.6028/NBS.TN.653
139.061,16.9001,0.0024904582574689902,https://doi.org/10.6028/NBS.TN.653
139.061,20.9662,0.0024648382443986476,https://doi.org/10.6028/NBS.TN.653
139.361,25.4969,0.0024394058657231364,https://doi.org/10.6028/NBS.TN.653
139.061,30.6,0.0024120921459722883,https://doi.org/10.6028/NBS.TN.653
145.556,1.2996,0.00271240731487212,https://doi.org/10.6028/NBS.TN.653
145.556,3.5276,0.0026800505388922323,https://doi.org/10.6028/NBS.TN.653
145.556,6.0368,0.002648940521802076,https://doi.org/10.6028/NBS.TN.653
145.556,8.7361,0.0026178957299670264,https://doi.org/10.6028/NBS.TN.653
145.556,11.7186,0.002588655336032519,https://doi.org/10.6028/NBS.TN.653
145.556,14.9131,0.002560102974305106,https://doi.org/10.6028/NBS.TN.653
145.556,18.4018,0.002532235304785206,https://doi.org/10.6028/NBS.TN.653
145.556,22.2583,0.002504172928726696,https://doi.org/10.6028/NBS.TN.653
145.556,26.5891,0.0024759978256381297,https://doi.org/10.6028/NBS.TN.653
145.556,31.4581,0.002447690264496035,https://doi.org/10.6028/NBS.TN.653
150.75,3.1021,0.0027566752146019266,https://doi.org/10.6028/NBS.TN.653
150.75,5.1885,0.0027472608380868643,https://doi.org/10.6028/NBS.TN.653
150.75,7.5115,0.0026911449189719887,https://doi.org/10.6028/NBS.TN.653
150.75,10.0392,0.0026600393241061346,https://doi.org/10.6028/NBS.TN.653
150.75,12.8071,0.0026306099137480858,https://doi.org/10.6028/NBS.TN.653
150.75,15.7454,0.0026016834140496882,https://doi.org/10.6028/NBS.TN.653
150.75,19.0,0.0025735667436211163,https://doi.org/10.6028/NBS.TN.653
150.75,22.6137,0.002544949612644414,https://doi.org/10.6028/NBS.TN.653
150.75,26.6405,0.0025165859877720265,https://doi.org/10.6028/NBS.TN.653
150.75,30.9862,0.002488033157639707,https://doi.org/10.6028/NBS.TN.653
158.238,2.2895,0.002895444860665281,https://doi.org/10.6028/NBS.TN.653
158.238,3.9627,0.0028553565134753806,https://doi.org/10.6028/NBS.TN.653
158.238,5.8951,0.002816274021930281,https://doi.org/10.6028/NBS.TN.653
158.238,8.0251,0.0027786184333480177,https://doi.org/10.6028/NBS.TN.653
158.238,10.3898,0.002742897478183348,https://doi.org/10.6028/NBS.TN.653
158.238,12.9358,0.002708600981482151,https://doi.org/10.6028/NBS.TN.653
158.238,15.7625,0.0026756222812466834,https://doi.org/10.6028/NBS.TN.653
158.238,18.908,0.002643515449201266,https://doi.org/10.6028/NBS.TN.653
158.238,22.3624,0.002611601024249028,https://doi.org/10.6028/NBS.TN.653
158.238,26.1723,0.002579487101388242,https://doi.org/10.6028/NBS.TN.653
158.238,30.4591,0.002547695197985873,https://doi.org/10.6028/NBS.TN.653
158.316,3.0556,0.0030465722059487155,https://doi.org/10.6028/NBS.TN.653
158.816,4.2201,0.003002496599942824,https://doi.org/10.6028/NBS.TN.653
158.816,5.6269,0.00295997320584894,https://doi.org/10.6028/NBS.TN.653
158.816,7.1461,0.00291914312173399,https://doi.org/10.6028/NBS.TN.653
165.816,8.7639,0.00287955713240616,https://doi.org/10.6028/NBS.TN.653
165.816,10.6276,0.0028421442609672326,https://doi.org/10.6028/NBS.TN.653
165.816,12.5484,0.002805855254255206,https://doi.org/10.6028/NBS.TN.653
165.816,14.6708,0.0027707028803296138,https://doi.org/10.6028/NBS.TN.653
165.816,16.9635,0.0027369129308078806,https://doi.org/10.6028/NBS.TN.653
165.816,19.4903,0.0027036206184380737,https://doi.org/10.6028/NBS.TN.653
165.816,25.2431,0.002638347001729695,https://doi.org/10.6028/NBS.TN.653
165.816,28.8859,0.002606981582186085,https://doi.org/10.6028/NBS.TN.653
171.02,3.0512,0.0032036082983501434,https://doi.org/10.6028/NBS.TN.653
171.02,3.962,0.0031554191079408043,https://doi.org/10.6028/NBS.TN.653
171.02,4.9881,0.00310667535309664,https://doi.org/10.6028/NBS.TN.653
171.02,6.1856,0.0030599702392190464,https://doi.org/10.6028/NBS.TN.653
171.02,7.5316,0.003015027693994177,https://doi.org/10.6028/NBS.TN.653
171.02,9.0173,0.0029715703211062225,https://doi.org/10.6028/NBS.TN.653
171.02,10.6293,0.002930490763544408,https://doi.org/10.6028/NBS.TN.653
171.02,12.408,0.002891268783460144,https://doi.org/10.6028/NBS.TN.653
171.02,14.2859,0.0028537488854398323,https://doi.org/10.6028/NBS.TN.653
171.02,16.3662,0.002817521326635998,https://doi.org/10.6028/NBS.TN.653
171.32,18.6301,0.002781730307463535,https://doi.org/10.6028/NBS.TN.653
171.02,21.0832,0.002747636178371746,https://doi.org/10.6028/NBS.TN.653
171.02,23.8168,0.0027133399044637348,https://doi.org/10.6028/NBS.TN.653
171.02,26.8002,0.0026794861285789778,https://doi.org/10.6028/NBS.TN.653
171.02,30.0808,0.0026349459923024755,https://doi.org/10.6028/NBS.TN.653
172.812,2.6918,0.0032980035364096136,https://doi.org/10.6028/NBS.TN.653
172.812,3.4176,0.0032442012400868397,https://doi.org/10.6028/NBS.TN.653
172.812,4.3111,0.0031900844620798507,https://doi.org/10.6028/NBS.TN.653
172.312,5.3641,0.0031382173476863966,https://doi.org/10.6028/NBS.TN.653
172.812,6.5532,0.003088285191723149,https://doi.org/10.6028/NBS.TN.653
172.812,7.8943,0.0030261354365797694,https://doi.org/10.6028/NBS.TN.653
172.812,9.3956,0.003024579243220025,https://doi.org/10.6028/NBS.TN.653
172.812,11.0311,0.002952417783933398,https://doi.org/10.6028/NBS.TN.653
172.812,12.3956,0.0029113457262411285,https://doi.org/10.6028/NBS.TN.653
172.812,14.8729,0.0028713874987736287,https://doi.org/10.6028/NBS.TN.653
172.312,16.9458,0.0028329746371939654,https://doi.org/10.6028/NBS.TN.653
172.812,19.3398,0.0027955132906249693,https://doi.org/10.6028/NBS.TN.653
172.812,21.9091,0.0027586024562441776,https://doi.org/10.6028/NBS.TN.653
172.812,24.7494,0.0027224990677074193,https://doi.org/10.6028/NBS.TN.653
172.312,27.9157,0.0026868420561929366,https://doi.org/10.6028/NBS.TN.653
172.812,31.3431,0.002651746006093965,https://doi.org/10.6028/NBS.TN.653
179.526,3.8288,0.003492394974672731,https://doi.org/10.6028/NBS.TN.653
179.526,4.3914,0.003428497404373753,https://doi.org/10.6028/NBS.TN.653
179.526,5.0375,0.0033668959890949196,https://doi.org/10.6028/NBS.TN.653
179.526,5.8367,0.0033087329917723817,https://doi.org/10.6028/NBS.TN.653
179.526,6.7352,0.0032526132731029115,https://doi.org/10.6028/NBS.TN.653
179.526,7.7613,0.003199563753560281,https://doi.org/10.6028/NBS.TN.653
179.526,8.9123,0.0031484395024075195,https://doi.org/10.6028/NBS.TN.653
179.526,10.2227,0.0031000019716012532,https://doi.org/10.6028/NBS.TN.653
179.526,11.6557,0.003053361199854676,https://doi.org/10.6028/NBS.TN.653
179.526,13.2223,0.0030084804973687347,https://doi.org/10.6028/NBS.TN.653
179.526,14.9605,0.0029655911357294703,https://doi.org/10.6028/NBS.TN.653
179.526,16.6544,0.002924195461131646,https://doi.org/10.6028/NBS.TN.653
179.526,18.9445,0.002883912852352575,https://doi.org/10.6028/NBS.TN.653
179.526,21.2479,0.0028446341393145204,https://doi.org/10.6028/NBS.TN.653
179.526,23.7559,0.0028062341456891026,https://doi.org/10.6028/NBS.TN.653
179.526,26.5059,0.002768697219978803,https://doi.org/10.6028/NBS.TN.653
179.526,29.5185,0.0027928583751460536,https://doi.org/10.6028/NBS.TN.653
183.221,5.3258,0.0038194512982376062,https://doi.org/10.6028/NBS.TN.653
188.221,5.7034,0.003741651141558305,https://doi.org/10.6028/NBS.TN.653
188.221,6.1386,0.003666957207020088,https://doi.org/10.6028/NBS.TN.653
188.221,6.6632,0.003595643276978379,https://doi.org/10.6028/NBS.TN.653
188.221,7.2749,0.003651664615697058,https://doi.org/10.6028/NBS.TN.653
188.221,7.9651,0.003462909208864589,https://doi.org/10.6028/NBS.TN.653
188.221,8.7679,0.003401059400073797,https://doi.org/10.6028/NBS.TN.653
183.221,8.8439,0.0033955763300839155,https://doi.org/10.6028/NBS.TN.653
188.221,9.7425,0.0033367840574437223,https://doi.org/10.6028/NBS.TN.653
188.221,10.7955,0.0032811150866997258,https://doi.org/10.6028/NBS.TN.653
188.221,11.9512,0.0032277409721343767,https://doi.org/10.6028/NBS.TN.653
133.221,13.1343,0.003176124084307544,https://doi.org/10.6028/NBS.TN.653
133.221,14.5061,0.003126743550372276,https://doi.org/10.6028/NBS.TN.653
188.221,16.1461,0.0030785557155350936,https://doi.org/10.6028/NBS.TN.653
188.221,17.8513,0.0030348561606250747,https://doi.org/10.6028/NBS.TN.653
188.221,19.7206,0.0029905855887173444,https://doi.org/10.6028/NBS.TN.653
188.221,21.7789,0.002947755270801609,https://doi.org/10.6028/NBS.TN.653
188.221,24.3259,0.002905795808496478,https://doi.org/10.6028/NBS.TN.653
138.221,26.4984,0.0028653301368627183,https://doi.org/10.6028/NBS.TN.653
188.221,29.1744,0.0028268089038510228,https://doi.org/10.6028/NBS.TN.653
273.15,1.6376,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
298.142,1.802,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
303.143,1.8347,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
323.14,1.9656,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
398.143,2.1292,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
373.15,2.2925,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
398.16,2.4557,0.0831255195344971,https://doi.org/10.6028/NBS.TN.653
273.15,2.1558,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
298.142,2.3786,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
303.143,2.4232,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
323.14,2.6006,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
348.143,2.8221,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
373.15,3.0431,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
398.16,3.2637,0.06234413965087283,https://doi.org/10.6028/NBS.TN.653
273.15,3.1539,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
298.142,3.4993,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
303.143,3.5685,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
323.14,3.8427,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
348.143,4.1852,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
373.15,4.5267,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
398.16,4.8676,0.04156275976724855,https://doi.org/10.6028/NBS.TN.653
273.15,4.1053,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
298.142,4.5804,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
303.143,4.6753,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
323.14,5.053,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
348.143,5.5222,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
373.15,5.992,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
398.16,6.4582,0.031172069825436414,https://doi.org/10.6028/NBS.TN.653
273.15,5.0139,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
298.142,5.6263,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
303.143,5.7485,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
323.14,5.2343,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
348.143,6.839,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
373.15,7.4424,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
398.16,8.0411,0.024937655860349132,https://doi.org/10.6028/NBS.TN.653
273.15,5.8842,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
298.142,6.6415,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
303.143,6.794,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
323.14,7.3926,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
348.143,8.1391,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
373.15,8.8835,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
398.16,9.6229,0.020781379883624274,https://doi.org/10.6028/NBS.TN.653
273.15,6.7222,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
298.142,7.6307,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
303.143,7.6146,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
323.14,8.5324,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
348.143,9.4279,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
373.15,10.32,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
398.16,11.207,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
273.15,7.5307,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
298.142,8.5992,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
303.143,8.8142,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
323.14,9.6585,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
348.143,10.7094,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
373.15,11.7577,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
398.16,12.7993,0.015586034912718207,https://doi.org/10.6028/NBS.TN.653
273.15,6.3156,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
298.142,9.5511,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
303.143,9.6002,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
323.14,10.7779,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
348.143,11.992,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
373.15,13.2013,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
398.16,14.4083,0.013854253255749516,https://doi.org/10.6028/NBS.TN.653
273.15,9.0802,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
298.142,10.4911,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
303.143,10.7745,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
323.14,11.8912,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
348.143,13.2781,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
373.15,14.6583,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
398.16,16.0346,0.012468827930174566,https://doi.org/10.6028/NBS.TN.653
273.15,9.8315,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
298.142,11.4261,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
303.143,11.7449,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
323.14,13.003,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
348.143,14.5746,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
373.15,16.1321,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
393.16,17.6887,0.011335298118340513,https://doi.org/10.6028/NBS.TN.653
273.15,10.566,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
298.142,12.3585,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
303.143,12.716,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
323.14,14.1261,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
343.143,15.8896,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
373.15,17.6308,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
398.16,19.3701,0.010390689941812133,https://doi.org/10.6028/NBS.TN.653
273.15,11.3057,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
298.142,13.2941,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
303.143,13.6921,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
323.14,15.2692,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
348.143,17.2195,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
373.15,19.1585,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
393.16,21.1015,0.009591406100134278,https://doi.org/10.6028/NBS.TN.653
273.15,12.0494,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
298.142,14.2411,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
303.143,14.6809,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
323.14,16.4208,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
348.143,18.5865,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
373.15,20.7347,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
398.16,22.8706,0.0089063056644104,https://doi.org/10.6028/NBS.TN.653
273.15,12.7854,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
298.142,15.204,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
303.143,15.6783,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
323.14,17.5966,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
343.143,19.9807,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
373.15,22.344,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
398.16,24.7053,0.008312551953449708,https://doi.org/10.6028/NBS.TN.653
273.15,13.541,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
298.142,16.1873,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
303.143,16.7135,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
323.14,18.8142,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
348.143,21.4218,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
373.15,24.0078,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
398.16,26.6023,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
273.16,14.309,0.0077930174563591035,https://doi.org/10.6028/NBS.TN.653
293.142,17.1979,0.0073346046648085665,https://doi.org/10.6028/NBS.TN.653
303.143,17.7736,0.0073346046648085665,https://doi.org/10.6028/NBS.TN.653
323.14,20.0673,0.0073346046648085665,https://doi.org/10.6028/NBS.TN.653
348.143,22.9193,0.017812611328820803,https://doi.org/10.6028/NBS.TN.653
373.15,25.7427,0.0073346046648085665,https://doi.org/10.6028/NBS.TN.653
398.16,28.5758,0.0073346046648085665,https://doi.org/10.6028/NBS.TN.653
273.15,15.1095,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
298.142,18.247,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
303.143,18.8733,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
323.14,21.3759,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
348.143,24.4766,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
373.15,27.5434,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
398.16,30.6209,0.006927126627874758,https://doi.org/10.6028/NBS.TN.653
273.15,15.9307,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
298.142,19.3423,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
303.143,20.0116,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
323.14,22.7366,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
348.143,26.1024,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
373.15,29.4478,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
398.16,32.7865,0.0065625410158813464,https://doi.org/10.6028/NBS.TN.653
273.15,16.7979,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
298.142,20.4825,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
303.143,21.21,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
323.14,24.1534,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
348.143,27.8048,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
373.15,31.425,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
398.16,35.0494,0.006234413965087283,https://doi.org/10.6028/NBS.TN.653
273.15,17.7002,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
298.142,21.6938,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
303.143,22.4805,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
323.14,25.6572,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
348.143,29.6014,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
373.15,33.5101,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
398.16,37.4301,0.005937537109606934,https://doi.org/10.6028/NBS.TN.653
273.15,18.678,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
298.142,22.9688,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
303.143,23.8292,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
323.14,27.2539,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
348.143,31.5031,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
373.15,35.7297,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
398.16,39.9523,0.005667649059170257,https://doi.org/10.6028/NBS.TN.653
273.15,19.7051,0.005421229534858504,https://doi.org/10.6028/NBS.TN.653
298.142,24.3451,0.005421229534858504,https://doi.org/10.6028/NBS.TN.653
303.143,25.2507,0.005421229534858504,https://doi.org/10.6028/NBS.TN.653
323.14,28.9542,0.005421229534858504,https://doi.org/10.6028/NBS.TN.653
348.143,33.5104,0.005421229534858504,https://doi.org/10.6028/NBS.TN.653
373.15,38.0866,0.005421229534858504,https://doi.org/10.6028/NBS.TN.653
273.15,20.8211,0.005195344970906067,https://doi.org/10.6028/NBS.TN.653
298.142,25.795,0.005195344970906067,https://doi.org/10.6028/NBS.TN.653
303.143,26.7883,0.005195344970906067,https://doi.org/10.6028/NBS.TN.653
323.14,30.7555,0.005195344970906067,https://doi.org/10.6028/NBS.TN.653
343.143,35.6651,0.005195344970906067,https://doi.org/10.6028/NBS.TN.653
373.15,40.5932,0.005195344970906067,https://doi.org/10.6028/NBS.TN.653
273.15,22.0275,0.004987531172069826,https://doi.org/10.6028/NBS.TN.653
293.142,27.3788,0.004987531172069826,https://doi.org/10.6028/NBS.TN.653
303.143,28.4252,0.004987531172069826,https://doi.org/10.6028/NBS.TN.653
323.14,32.6974,0.004987531172069826,https://doi.org/10.6028/NBS.TN.653
348.143,37.9993,0.004987531172069826,https://doi.org/10.6028/NBS.TN.653
203.084,0.1013,1.0321877425641195,https://doi.org/10.6028/NBS.TN.653
223.249,0.1013,1.1355945291597962,https://doi.org/10.6028/NBS.TN.653
248.175,0.1013,1.2645870111738908,https://doi.org/10.6028/NBS.TN.653
273.15,0.1013,1.3947234821224346,https://doi.org/10.6028/NBS.TN.653
298.142,0.1013,1.524306592930876,https://doi.org/10.6028/NBS.TN.653
323.14,0.1013,1.6493158637797045,https://doi.org/10.6028/NBS.TN.653
373.15,0.1013,1.9065486131765386,https://doi.org/10.6028/NBS.TN.653
423.17,0.1013,2.164727071210862,https://doi.org/10.6028/NBS.TN.653
473.193,0.1013,2.4164395213516596,https://doi.org/10.6028/NBS.TN.653
203.084,2.0265,0.04511806314290985,https://doi.org/10.6028/NBS.TN.653
223.249,2.0265,0.051592303583972876,https://doi.org/10.6028/NBS.TN.653
298.142,2.0265,0.07352770332689329,https://doi.org/10.6028/NBS.TN.653
203.084,3.0397,0.027463168869597293,https://doi.org/10.6028/NBS.TN.653
223.249,3.0397,0.03248613394344892,https://doi.org/10.6028/NBS.TN.653
248.175,3.0397,0.03802399344405515,https://doi.org/10.6028/NBS.TN.653
273.15,3.0397,0.04322849788578063,https://doi.org/10.6028/NBS.TN.653
323.14,3.0397,0.05302725155300912,https://doi.org/10.6028/NBS.TN.653
373.15,3.0397,0.06231921196608639,https://doi.org/10.6028/NBS.TN.653
423.17,3.0397,0.0714218577739407,https://doi.org/10.6028/NBS.TN.653
273.193,3.0397,0.08044405116241654,https://doi.org/10.6028/NBS.TN.653
203.084,4.053,0.018275771597594116,https://doi.org/10.6028/NBS.TN.653
223.249,4.053,0.022816622621458355,https://doi.org/10.6028/NBS.TN.653
248.175,4.053,0.02743778701297105,https://doi.org/10.6028/NBS.TN.653
273.15,4.053,0.03159224670663465,https://doi.org/10.6028/NBS.TN.653
298.142,4.053,0.03554195293932662,https://doi.org/10.6028/NBS.TN.653
323.14,4.053,0.03932639856864494,https://doi.org/10.6028/NBS.TN.653
203.084,5.0662,0.012337312182311122,https://doi.org/10.6028/NBS.TN.653
223.249,5.0662,0.016920651282636128,https://doi.org/10.6028/NBS.TN.653
273.15,5.0662,0.024627351234790762,https://doi.org/10.6028/NBS.TN.653
373.15,5.0662,0.037437182279993285,https://doi.org/10.6028/NBS.TN.653
423.17,5.0662,0.04271024159133577,https://doi.org/10.6028/NBS.TN.653
473.193,5.0662,0.04825771317506992,https://doi.org/10.6028/NBS.TN.653
203.084,6.0795,0.00782058501854949,https://doi.org/10.6028/NBS.TN.653
223.249,6.0795,0.012897275419614147,https://doi.org/10.6028/NBS.TN.653
248.175,6.0795,0.016828390868592006,https://doi.org/10.6028/NBS.TN.653
273.15,6.0795,0.020007104923100295,https://doi.org/10.6028/NBS.TN.653
298.142,6.0795,0.022934130242375225,https://doi.org/10.6028/NBS.TN.653
323.14,6.0795,0.02560334277243237,https://doi.org/10.6028/NBS.TN.653
423.17,6.0795,0.03556019829504496,https://doi.org/10.6028/NBS.TN.653
473.193,6.0795,0.04020905491833139,https://doi.org/10.6028/NBS.TN.653
203.084,6.5861,0.006245280753598542,https://doi.org/10.6028/NBS.TN.653
203.084,7.0927,0.005243585961754203,https://doi.org/10.6028/NBS.TN.653
223.249,7.0927,0.010078263765094218,https://doi.org/10.6028/NBS.TN.653
203.084,8.106,0.004453948180094502,https://doi.org/10.6028/NBS.TN.653
223.249,8.106,0.008022666278583555,https://doi.org/10.6028/NBS.TN.653
248.175,8.106,0.01158963799209429,https://doi.org/10.6028/NBS.TN.653
273.15,8.106,0.014287317730972774,https://doi.org/10.6028/NBS.TN.653
298.142,8.106,0.01667446030941529,https://doi.org/10.6028/NBS.TN.653
323.14,8.106,0.018829967577055427,https://doi.org/10.6028/NBS.TN.653
223.249,9.1192,0.006607751950277988,https://doi.org/10.6028/NBS.TN.653
203.084,10.1325,0.003914466342525885,https://doi.org/10.6028/NBS.TN.653
223.249,10.1325,0.0056988372411628,https://doi.org/10.6028/NBS.TN.653
423.17,30.3975,0.007543606951524327,https://doi.org/10.6028/NBS.TN.653
473.193,30.3975,0.008614757651877575,https://doi.org/10.6028/NBS.TN.653
203.084,40.53,0.0028525606666913467,https://doi.org/10.6028/NBS.TN.653
223.249,40.53,0.0030494631584780493,https://doi.org/10.6028/NBS.TN.653
248.175,40.53,0.0033321115146831234,https://doi.org/10.6028/NBS.TN.653
273.15,40.53,0.0036482029171322388,https://doi.org/10.6028/NBS.TN.653
